,rpm,obdSpeed,mapIntake,intakeTemp,coolantTemp,MAFairFlowRate
2023-07-08 03:38:58,1365.22,29.973333333333333,107.25666666666666,40.16666666666666,88.30333333333333,1379.5633333333333
2023-07-08 04:15:39,1428.91,33.666666666666664,108.96666666666668,44.20666666666666,89.42666666666666,1438.0933333333332
2023-07-11 07:36:57,1485.9466666666667,38.943333333333335,110.82666666666668,43.2,88.48666666666666,1528.6533333333334
2023-07-11 07:59:27,1792.4633333333334,64.07666666666667,121.95,40.82333333333333,89.12666666666667,2161.9333333333334
2023-07-11 08:17:07,2038.8233333333333,84.94666666666667,132.61,37.53666666666667,89.28333333333333,2564.93
2023-07-11 22:21:32,1988.5333333333333,80.61,129.66,34.876666666666665,87.74333333333334,2458.6833333333334
2023-07-12 02:42:27,1677.9433333333334,55.38,118.76,35.803333333333335,87.13,1815.8233333333333
2023-07-12 04:37:51,1415.3266666666666,32.29,107.62333333333332,38.04,87.0,1444.3033333333333
2023-07-12 06:18:28,1386.37,31.26,107.90666666666668,40.14333333333333,89.58666666666667,1441.7933333333333
2023-07-12 22:23:04,1362.75,30.236666666666668,107.17666666666666,39.95,88.10666666666667,1395.66
2023-07-12 22:43:34,1325.4233333333334,29.466666666666665,105.64333333333332,36.3,88.02333333333333,1273.8033333333333
2023-07-13 04:47:05,1343.1866666666667,29.42,105.23,36.3,87.34666666666666,1260.3066666666666
2023-07-13 08:17:06,1362.5733333333333,28.62333333333333,105.04666666666668,34.416666666666664,85.75333333333333,1279.97
2023-07-13 08:40:46,1716.4233333333334,55.153333333333336,117.68666666666668,36.08,86.12,2050.66
2023-07-13 08:57:56,2017.9,80.48,129.9,34.53666666666667,87.48,2482.0
2023-07-13 22:21:26,2044.4366666666667,84.46666666666667,131.98333333333332,34.906666666666666,88.43,2571.27
2023-07-13 22:41:26,1782.0433333333333,64.91666666666667,121.99333333333334,33.26,88.23333333333333,1960.73
2023-07-13 23:03:06,1796.1466666666668,65.74,122.49333333333334,32.37,88.32,2281.403333333333
2023-07-13 23:22:16,2012.87,82.55333333333333,127.21666666666668,31.03,90.87666666666668,2517.77
2023-07-14 00:43:13,1936.0933333333328,77.11666666666666,125.43,32.553333333333335,90.73333333333332,2413.23
2023-07-14 04:20:06,1583.74,49.32666666666667,112.36333333333332,36.41333333333333,88.95666666666666,1632.6866666666667
2023-07-14 08:34:50,1310.4,27.87333333333333,105.34333333333332,40.97666666666667,86.52333333333333,1301.0733333333333
2023-07-14 08:58:30,1382.74,32.87,110.89333333333332,42.57,86.69,1443.54
2023-07-14 09:22:40,1758.0566666666666,61.75333333333333,124.83,39.05,88.42,2222.69
2023-07-14 22:16:14,2016.1133333333328,82.22666666666667,135.11666666666667,34.76,88.86,2596.02
2023-07-14 23:48:23,1936.3366666666664,75.31,129.78,30.78,88.13666666666667,2438.266666666667
2023-07-15 04:45:18,1678.3933333333334,55.92333333333333,121.04666666666668,31.406666666666663,85.90666666666667,1862.1966666666667
2023-07-17 22:14:41,1453.513333333333,39.62,111.35,33.03,85.54666666666667,1544.49
2023-07-17 22:38:41,1434.0933333333332,38.39333333333333,110.63333333333334,33.39333333333333,85.03,1519.3533333333332
2023-07-17 23:02:51,1603.6733333333334,52.86333333333334,114.44666666666669,31.83,87.19666666666667,1857.5233333333333
2023-07-17 23:32:01,1882.3633333333328,73.99333333333334,128.61,31.476666666666667,89.56333333333333,2409.523333333333
2023-07-18 01:27:42,1925.473333333333,78.61,130.9,33.33,90.54,2473.0033333333336
2023-07-18 08:37:39,1621.7833333333333,54.53666666666667,122.34666666666666,36.25333333333333,87.97333333333333,1896.28
2023-07-18 09:04:09,1440.0266666666666,39.873333333333335,115.43666666666668,37.47666666666667,88.01666666666667,1535.3566666666666
2023-07-18 09:22:59,1763.7333333333331,63.43,127.20333333333332,36.78666666666667,88.40333333333334,2039.7766666666664
2023-07-18 22:24:14,1903.6,74.03,130.79333333333332,33.723333333333336,90.15,2367.4933333333333
2023-07-18 22:41:24,1983.87,81.49666666666667,129.50333333333333,30.686666666666667,90.14,2341.2633333333333
2023-07-18 23:03:24,1939.6833333333327,79.45,130.0,30.63,90.07,2436.46
2023-07-18 23:23:14,1980.28,81.94333333333333,130.41666666666666,31.91,90.67,2375.583333333333
2023-07-19 08:11:35,1788.7133333333334,65.17,124.13333333333334,34.653333333333336,88.10333333333334,2177.3033333333333
2023-07-19 08:38:25,1642.56,53.39,118.62666666666668,36.58,88.03333333333333,1855.69
2023-07-19 08:55:25,1849.9,69.09333333333333,127.26333333333334,36.24333333333333,88.33333333333333,2093.5666666666666
2023-07-19 09:20:15,2047.1566666666668,84.35,133.83666666666667,36.16666666666666,90.81666666666666,2566.563333333333
2023-07-19 22:32:01,1913.6366666666668,71.79333333333334,126.08,34.026666666666664,90.33,2273.6966666666667
2023-07-19 22:49:11,1865.7966666666664,69.49666666666667,125.76,33.58,90.24666666666668,2278.523333333333
2023-07-19 23:10:00,2006.463333333333,80.94333333333333,134.08666666666667,32.653333333333336,90.52333333333333,2411.093333333333
2023-07-19 23:49:01,2027.213333333333,83.26666666666667,134.53666666666666,33.68,90.81333333333332,2477.363333333333
2023-07-20 08:30:49,1824.7766666666664,65.30666666666667,128.53333333333333,35.72666666666667,88.3,2223.2633333333333
