,rpm,obdSpeed,mapIntake,intakeTemp,coolantTemp,MAFairFlowRate
2023-02-22 22:30:30,1798,77,103,25,68,2383.0
2023-02-22 22:32:28,1613,28,102,26,77,1583.0
2023-02-22 22:33:27,1495,43,102,27,85,2052.0
2023-02-22 22:34:27,1899,82,166,31,89,5002.0
2023-02-22 22:35:28,2086,119,111,26,91,2224.0
2023-02-22 22:36:27,1935,110,107,25,99,2577.0
2023-02-22 22:37:27,2549,111,224,38,99,6755.0
2023-02-22 22:38:28,2572,110,136,33,95,3574.0
2023-02-22 22:39:27,2133,92,105,29,95,1858.0
2023-02-22 22:40:27,1691,74,143,28,90,2658.0
2023-02-22 22:41:28,2065,117,108,33,87,2688.0
2023-02-22 22:42:27,2804,120,115,43,87,3641.0
2023-02-22 22:43:27,1932,111,126,36,95,2563.0
2023-02-22 22:44:28,1892,107,113,33,95,1352.0
2023-02-22 22:45:27,2084,119,109,36,96,2136.0
2023-02-22 22:46:28,1942,110,105,35,95,2388.0
2023-02-22 22:47:27,2557,109,107,33,94,2694.0
2023-02-22 22:48:27,2515,108,112,36,89,3152.0
2023-02-22 22:49:27,2481,141,190,39,89,5402.0
2023-02-22 22:50:27,752,23,99,37,93,491.0
2023-02-22 22:51:27,2099,61,99,39,93,1558.0
2023-02-22 22:52:27,878,24,99,34,95,666.0
2023-02-22 22:53:27,850,11,102,34,92,1494.0
2023-02-22 22:54:27,1545,15,99,36,93,1319.0
2023-02-22 23:26:00,1704,50,102,41,94,2147.0
2023-02-22 23:27:44,820,26,97,37,94,1199.0
2023-02-22 23:28:44,1323,36,104,37,93,1563.0
2023-02-22 23:29:44,2313,39,102,39,96,1961.0
2023-02-22 23:30:44,2174,64,109,34,91,2763.0
2023-02-23 00:20:14,1902,95,144,36,97,2730.0
2023-02-23 00:21:14,1909,109,138,38,95,3219.0
2023-02-23 00:28:19,2042,88,128,44,98,3022.0
2023-02-23 00:29:19,1731,74,135,43,97,3716.0
2023-02-23 01:15:52,1860,55,98,41,93,1286.0
2023-02-23 01:17:10,1667,49,101,35,95,2111.0
2023-02-23 01:18:10,1685,50,132,35,95,2469.0
2023-02-23 01:19:10,1978,114,105,36,92,2505.0
2023-02-23 01:20:54,1772,51,102,38,97,2291.0
2023-02-23 01:21:54,2083,62,101,37,96,2241.0
2023-02-23 01:22:54,2223,65,116,36,97,2483.0
2023-02-23 01:23:54,1809,51,103,42,98,2222.0
2023-02-23 01:24:54,823,9,99,38,96,588.0
2023-02-23 01:26:54,1203,34,101,39,95,1652.0
2023-02-23 02:16:52,2031,36,115,62,94,2722.0
2023-02-23 02:18:52,2015,35,103,49,95,2533.0
2023-02-23 02:26:02,1625,48,102,56,95,1755.0
2023-02-23 02:28:07,2219,25,127,53,95,2227.0
2023-02-23 02:29:07,1637,17,121,59,94,4186.0
2023-02-23 03:10:26,1401,40,104,44,93,2094.0
2023-02-23 03:11:45,1545,44,101,46,94,1988.0
2023-02-23 03:12:45,1112,15,100,49,94,858.0
2023-02-23 03:13:45,834,2,100,51,96,724.0
2023-02-23 03:14:45,820,7,100,54,95,816.0
2023-02-23 03:15:45,1336,2,100,56,94,980.0
2023-02-23 05:37:40,831,7,100,63,95,919.0
2023-02-23 05:43:40,2132,64,203,56,95,5666.0
2023-02-23 05:44:40,1973,33,103,50,98,2580.0
2023-02-23 06:17:31,826,3,100,59,96,905.0
2023-02-23 06:18:31,1593,2,107,63,94,2216.0
2023-02-23 06:20:31,1924,57,141,50,95,2686.0
2023-02-23 06:21:31,1546,67,109,41,94,2413.0
2023-02-23 06:22:31,1852,55,169,39,94,2566.0
2023-02-23 06:39:02,2460,106,113,46,92,3158.0
2023-02-23 06:40:25,2218,127,106,39,95,2719.0
2023-02-23 06:41:25,2080,118,179,39,96,4513.0
2023-02-23 06:42:25,1929,110,106,37,93,2063.0
2023-02-23 06:43:25,2016,115,112,36,98,2694.0
2023-02-23 06:44:25,1990,113,117,36,98,2258.0
2023-02-23 06:45:25,2014,114,106,36,93,2427.0
2023-02-23 06:46:25,1970,112,106,36,95,2519.0
2023-02-23 06:47:25,1877,107,114,35,97,2608.0
2023-02-23 06:48:25,808,3,101,39,97,599.0
2023-02-23 06:49:25,1576,16,102,44,95,1399.0
2023-02-23 06:51:25,1839,55,147,46,93,2791.0
2023-02-23 06:52:25,2084,90,121,38,95,2541.0
2023-02-23 06:53:25,1841,105,109,34,96,1688.0
2023-02-23 06:54:25,1803,102,118,33,94,2511.0
2023-02-23 06:55:25,1919,109,114,33,93,2305.0
2023-02-23 06:56:25,2184,124,191,37,96,4897.0
2023-02-23 06:57:25,833,45,102,33,94,669.0
2023-02-23 06:58:25,1726,73,105,33,93,2258.0
2023-02-23 06:59:25,1782,31,105,37,93,1791.0
2023-02-23 07:00:25,2458,72,106,37,96,2316.0
2023-02-23 07:01:25,2046,60,101,34,94,1522.0
2023-02-23 07:02:25,1965,58,115,33,94,2597.0
2023-02-23 07:03:25,1973,58,100,33,96,1441.0
2023-02-23 07:12:56,1794,52,103,41,95,1488.0
2023-02-23 07:14:00,2044,60,106,35,93,1974.0
2023-02-23 07:15:00,2272,41,156,39,93,3508.0
2023-02-23 07:16:01,1966,58,105,34,96,2236.0
2023-02-23 07:17:00,2355,69,111,32,96,2638.0
2023-02-23 07:21:53,1972,57,105,31,92,1716.0
2023-02-23 07:23:10,2305,68,108,30,97,2386.0
2023-02-23 07:34:10,1824,52,113,45,93,2422.0
2023-02-23 07:35:10,1657,47,104,35,94,2230.0
2023-02-23 08:05:02,1434,24,101,35,97,966.0
2023-02-23 08:06:26,1580,46,101,32,92,1163.0
2023-02-23 08:07:26,1960,57,103,32,92,1572.0
2023-02-23 08:08:26,1050,18,103,33,93,883.0
2023-02-23 08:16:48,1180,34,102,33,92,763.0
2023-02-23 21:53:36,2179,38,99,22,39,1802.0
2023-02-23 21:54:52,1851,53,99,26,48,1277.0
2023-02-23 21:55:52,1940,83,104,25,69,1788.0
2023-02-23 21:56:52,1647,71,133,23,73,2366.0
2023-02-23 21:57:52,1813,18,105,24,83,1680.0
2023-02-23 21:58:52,1194,50,102,25,90,1466.0
2023-02-23 22:12:04,2113,121,131,28,95,2974.0
2023-02-23 22:13:49,2048,117,119,30,94,2291.0
2023-02-23 22:14:49,1843,105,103,29,92,2074.0
2023-02-23 22:15:49,1659,94,101,27,96,2166.0
2023-02-23 22:16:49,2585,111,114,31,91,3147.0
2023-02-23 22:39:53,1964,19,98,47,95,1913.0
2023-02-23 22:40:53,1914,18,101,50,97,2322.0
2023-02-23 22:43:58,1440,13,99,53,95,1694.0
2023-02-23 22:44:58,1262,12,98,55,96,1024.0
2023-02-23 22:46:58,769,7,100,58,98,699.0
2023-02-23 22:47:58,1844,6,102,59,99,1586.0
2023-02-23 22:50:58,1620,28,104,60,101,2566.0
2023-02-23 22:55:41,927,16,100,51,95,722.0
2023-02-23 22:56:49,1673,28,102,47,96,2158.0
2023-02-23 22:57:49,1524,24,102,40,95,1972.0
2023-02-23 22:58:49,1917,35,103,36,94,2433.0
2023-02-24 09:09:28,1490,24,98,30,56,1052.0
2023-02-24 09:10:28,1292,37,99,32,64,813.0
2023-02-24 09:11:28,1402,41,100,32,76,1705.0
2023-02-24 09:12:28,1277,37,100,32,72,1463.0
2023-02-24 09:14:28,1694,49,100,35,83,1174.0
2023-02-24 09:15:28,1698,50,99,32,87,1230.0
2023-02-24 09:18:28,2156,21,99,38,91,1569.0
2023-02-24 09:21:28,1318,14,99,45,94,947.0
2023-02-24 09:23:27,2401,71,202,49,96,6180.0
2023-02-24 09:24:27,2102,120,128,36,96,3199.0
2023-02-24 09:25:27,2105,120,140,37,93,3638.0
2023-02-24 09:26:27,2110,119,146,34,94,3699.0
2023-02-24 09:27:27,1578,89,102,32,96,1955.0
2023-02-24 09:30:22,2173,124,207,39,89,5680.0
2023-02-24 09:31:22,2330,133,184,36,95,4202.0
2023-02-24 09:32:22,2064,118,112,32,101,2613.0
2023-02-24 09:33:22,2069,117,175,31,93,4680.0
2023-02-24 09:34:22,1932,110,102,30,98,1944.0
2023-02-24 09:35:22,1936,110,168,33,94,4141.0
2023-02-24 09:36:22,1936,111,105,30,96,2205.0
2023-02-24 09:46:05,2094,119,109,32,95,2669.0
2023-02-24 09:47:05,2054,117,112,32,95,2686.0
2023-02-24 09:48:05,1476,15,146,31,93,3186.0
2023-02-24 09:49:05,1325,57,104,32,94,1430.0
2023-02-24 09:50:05,1191,50,103,30,95,1505.0
2023-02-24 09:51:05,755,35,101,34,98,516.0
2023-02-24 10:04:46,2144,64,106,33,96,2766.0
2023-02-24 10:05:46,1728,32,105,33,91,2369.0
2023-02-24 10:06:46,1947,57,112,39,92,2302.0
2023-02-24 10:07:46,1869,80,106,31,97,2502.0
2023-02-24 10:08:46,1919,32,101,35,91,1361.0
2023-02-24 22:45:37,1346,91,106,29,92,1547.0
2023-02-24 22:47:27,2252,66,104,34,92,1802.0
2023-02-24 22:48:27,2537,109,107,31,98,2402.0
2023-02-24 22:49:27,2495,107,125,29,94,3111.0
2023-02-24 22:50:27,2512,108,118,31,94,2797.0
2023-02-24 22:52:27,2290,98,110,29,95,2927.0
2023-02-24 22:56:58,1779,76,131,30,92,2827.0
2023-02-24 22:58:06,1050,45,103,29,96,980.0
2023-02-24 22:59:06,1340,40,104,35,96,1744.0
